DateTime,Depth_m,Temp_C,Chla_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,pH,ORP_mV,PAR,Salinity,DescRate_ms ,Flag
2024-03-05T11:33:43Z,-0.11,10.6423,1.787,6.1827,83.08165,116.89,10.8436,97.869,6.883,293.0194,979.31,9.443658814192812,0.046,0
2024-03-05T11:33:43Z,-0.098,10.6236,1.7896,6.1044,79.973823,112.601,10.8554,97.974,6.883,292.399,582.35,9.074603972245296,0.051,0
2024-03-05T11:33:43Z,-0.084,10.5836,1.8188,6.0792,81.863943,115.372,10.8723,98.079,6.882,292.2228,252.45,9.32617143977179,0.055,0
2024-03-05T11:33:43Z,-0.068,10.5551,1.8904,6.1166,78.653496,110.962,10.885,98.231,6.88,292.0083,129.96,8.948800676088508,0.057,0
2024-03-05T11:33:43Z,-0.051,10.5347,1.9311,6.1815,68.624925,96.903,10.9075,98.396,6.881,291.698,104.68,7.736804853309923,0.057,0
2024-03-05T11:33:43Z,-0.033,10.5141,1.9446,6.2136,60.727739,85.833,10.9246,98.555,6.884,291.3965,89.075,6.793710624908765,0.057,0
2024-03-05T11:33:43Z,-0.02,10.4801,1.9538,6.1978,60.828292,86.066,10.9389,98.714,6.885,291.201,78.494,6.81987410969115,0.058,0
2024-03-05T11:33:43Z,-0.011,10.4308,1.9431,6.1269,65.205128,92.345,10.9735,98.869,6.885,289.5926,74.203,7.366542153047835,0.059,0
2024-03-05T11:33:43Z,0.001,10.4036,1.932,6.0736,69.871884,99.051,10.9996,99.054,6.884,286.2326,71.791,7.950174019194568,0.061,0
2024-03-05T11:33:43Z,0.019,10.3752,1.9358,6.1002,70.475377,100.004,11.0238,99.274,6.883,283.9585,69.271,8.038881661831155,0.063,0
2024-03-05T11:33:43Z,0.04,10.3339,1.9463,6.1412,62.449035,88.69,11.0545,99.483,6.883,283.2626,66.825,7.071993869959363,0.063,0
2024-03-05T11:33:43Z,0.061,10.3051,1.9437,6.1589,56.130858,79.779,11.0758,99.646,6.883,282.9803,64.242,6.316137104387004,0.063,0
2024-03-05T11:33:43Z,0.078,10.2727,1.9209,6.1437,57.436753,81.669,11.1047,99.803,6.884,282.9538,62.518,6.482782033870532,0.062,0
2024-03-05T11:33:43Z,0.09,10.2292,1.8952,6.0946,59.438793,84.517,11.1425,99.971,6.884,283.0284,61.969,6.734098152548624,0.06,0
2024-03-05T11:33:43Z,0.1,10.1972,1.8823,6.0427,58.42446,83.074,11.1782,100.12,6.884,283.1088,61.385,6.616400331459547,0.057,0
2024-03-05T11:33:43Z,0.114,10.1753,1.8981,6.0632,53.999408,76.796,11.1991,100.257,6.884,283.1516,61.078,6.084513044850607,0.055,0
2024-03-05T11:33:43Z,0.131,10.1549,1.9367,6.1375,49.062241,69.793,11.2204,100.404,6.884,283.2872,60.853,5.4943866346954024,0.053,0
2024-03-05T11:33:43Z,0.147,10.1618,1.9505,6.121,46.739935,66.511,11.2411,100.553,6.884,283.7163,59.737,5.216975060412923,0.053,0
2024-03-05T11:33:43Z,0.161,10.1664,1.94,6.0691,47.063102,66.991,11.2542,100.678,6.886,284.2956,58.372,5.256657871748148,0.053,0
2024-03-05T11:33:43Z,0.172,10.1528,1.9503,6.0569,47.827869,68.086,11.2738,100.791,6.886,284.7847,57.589,5.350779396497415,0.052,0
2024-03-05T11:33:43Z,0.182,10.1464,1.9837,6.0751,48.305194,68.768,11.2903,100.861,6.887,285.1566,57.228,5.4091932760845305,0.051,0
2024-03-05T11:33:43Z,0.195,10.1354,2.0109,6.1526,48.516976,69.073,11.3159,100.972,6.888,285.3504,56.941,5.436553812002142,0.051,0
2024-03-05T11:33:43Z,0.21,10.1202,2.0124,6.1739,46.769478,66.587,11.3275,101.178,6.888,285.4068,56.995,5.229328375775583,0.05,0
2024-03-05T11:33:43Z,0.225,10.12,2.0023,6.0938,43.555208,62.012,11.347,101.303,6.888,285.409,57.089,4.845580035682431,0.047,0
2024-03-05T11:33:43Z,0.239,10.1209,2.0046,6.0387,41.901973,59.669,11.3511,101.363,6.887,285.4634,56.753,4.649835851213128,0.043,0
2024-03-05T11:33:43Z,0.249,10.1164,2.0151,6.0876,42.650144,60.747,11.3521,101.439,6.887,285.7198,56.332,4.740347278660922,0.037,0
2024-03-05T11:33:43Z,0.256,10.1165,2.0218,6.1728,43.841984,62.443,11.3984,101.494,6.887,286.0143,56.037,4.88210199496032,0.03,0
